id,name,city,reg,name
7147-139074,Ampliacion Santa Fe III,Mexico City,MX,Vickie Maroon
49376-268165,Ideo Q Chula-Samyan,Bangkok,TH,Vickie Maroon
10062-99521,Memorial Pkwy & Hwy 72,Huntsville,US,Vickie Maroon
48697-255545,JP Morgan Chase Tempe,TEMPE,US,Vickie Maroon
548-491,Ventura & Cedros,Sherman Oaks,US,Vickie Maroon
24838-238076,17th and Lawrence,Denver,US,Vickie Maroon
11956-98744,Bear Lake Rd & SR 436,Apopka,US,Vickie Maroon
7816-76523,Largo Plaza,Largo,US,Vickie Maroon
9763-98360,Burlington Mall,Burlington,US,Vickie Maroon
76491-97547,Target Monroe T-2024,Monroe,US,Vickie Maroon
13861-108283,"Upper Arlington, Tremont Road",Upper Arlington,US,Vickie Maroon
19628-198244,Ross Park Mall Level 1,Pittsburgh,US,Vickie Maroon
21572-211365,Target Homestead T-1253,West Homestead,US,Vickie Maroon
6292-1804,Bissonet & Rice,Bellaire,US,Vickie Maroon
19499-197024,London Bridge,Virginia Beach,US,Vickie Maroon
4249-913,47 Rideau Street,Ottawa,CA,Henry Bradford
27981-230406,Gare de Cannes,Cannes,FR,Henry Bradford
12326-210844,Canary Wharf - Jubilee Place,London,GB,Henry Bradford
12535-95486,Cardiff - The Brewery,Cardiff,GB,Henry Bradford
31014-105208,TSUTAYA SAPPORO KOTONI,Sapporo,JP,Henry Bradford
30460-81171,Iidabashi I-GARDEN TERRACE,Chiyoda-ku,JP,Henry Bradford
26376-237921,Obrero Mundial,Mexico,MX,Henry Bradford
18641-193904,Summer Mall,Kota Samarahan,MY,Henry Bradford
21742-215024,Sheremetievo 2,"Moscow Region, Khimki",RU,Henry Bradford
20562-203604,Raffles Hospital,Singapore,SG,Henry Bradford
510-453,Corona Del Mar,Corona Del Mar,US,Henry Bradford
5821-5506,"Hermosa & 13th, Hermosa Beach",Hermosa Beach,US,Henry Bradford
48618-263724,Albertsons - Rancho Bernardo #3179,Rancho Bernardo,US,Henry Bradford
3470-93614,Yulupa & Bethards,Santa Rosa,US,Henry Bradford
6860-82126,"Lomas Santa Fe & I-5, Solana Beach",Solana Beach,US,Henry Bradford
5478-1134,CA 89 and US 50 - South Lake Tahoe,South Lake Tahoe,US,Henry Bradford
29698-253956,159th & Cicero,Oak Forest,US,Henry Bradford
19693-201565,Yorkville,Yorkville,US,Henry Bradford
75346-100076,Andrews Air Force Base,Andrews AFB,US,Henry Bradford
2690-63041,"Adams & Walton, Rochester Hills",Rochester Hills,US,Henry Bradford
79440-106729,Hy Vee Kansas City #2,Kansas City,US,Henry Bradford
75330-100265,Luxor Hotel and Casino - Las Vegas,Las Vegas,US,Henry Bradford
7587-18379,24th & 6th,New York,US,Henry Bradford
76411-96651,Target Webster T-2038,Webster,US,Henry Bradford
3387-75961,Covington Place,Covington,US,Henry Bradford
79244-96222,Fred Meyer-Marysville #209,Marysville,US,Henry Bradford
23069-227505,Parque Shopping Maia B,Guarulhos,BR,Archie James
70371-128728,Safeway-Williams Lake #159,Williams Lake,CA,Archie James
32720-121806,Ciudad Empresarial,Santiago,CL,Archie James
40970-106988,Schloss Arkaden EG,BRAUNSCHWEIG,DE,Archie James
26569-244573,Mito EXCEL 5F,Mito,JP,Archie James
30117-21601,Kyobashi Eki-mae,Chuo-ku,JP,Archie James
32121-133170,AEON MALL Hinode,Hinode-machi,JP,Archie James
32397-137776,TSUTAYA Matsumotoshonai,Matsumoto,JP,Archie James
34334-97955,جمعية سلوى التعاونية,مدينة الكويت,KW,Archie James
28241-249817,Teavana - Galleria at Roseville,Roseville,US,Archie James
11237-101992,Fairway Creek & Five Star,Roseville,US,Archie James
8851-103728,San Pablo & El Portal,San Pablo,US,Archie James
23352-223786,Universal Studios Hollywood Studio,Universal City,US,Archie James
10869-101766,1201 Washington Ave,Miami Beach,US,Archie James
13430-107460,Hwy 53 E & Richardson Rd,Calhoun,US,Archie James
73887-103383,Harris Teeter-Cary # 330,Cary,US,Archie James
775-82881,34th & Walnut,Philadelphia,US,Archie James
49336-254298,Kroger - Katy #122,Katy,US,Archie James
29894-253486,United - Pampa #528,Pampa,US,Archie James
24306-236990,1604 & Hausman,San Antonio,US,Archie James
74495-94731,Safeway-Tumwater #1503,Tumwater,US,Archie James
20347-204885,DBX - Term 2 Landside,Dubai,AE,Lisette Novak
4615-98529,Tsawwassen Ferry Terminal,Delta,CA,Lisette Novak
4906-124044,1101 Rutherford Rd,Vaughan,CA,Lisette Novak
26116-243594,Headington - London Road,Headington,GB,Lisette Novak
15369-152966,Rochester Park,Singapore,SG,Lisette Novak
32687-122058,Starbucks,Istanbul,TR,Lisette Novak
79524-102354,Safeway - Fremont #993,Fremont,US,Lisette Novak
6795-71922,Hammer & West - Stockton,Stockton,US,Lisette Novak
6457-61519,Alamo & Butcher - Vacaville,Vacaville,US,Lisette Novak
21573-205865,Target Westlake Village T-2810,Westlake Village,US,Lisette Novak
15683-163424,8 North Michigan,Chicago,US,Lisette Novak
25700-223915,Martin's Supermarket #27 - South Go,Goshen,US,Lisette Novak
13529-105327,Greenwood Park Mall,Greenwood,US,Lisette Novak
74387-119304,Safeway - Eldersburg #1678,Eldersburg,US,Lisette Novak
14980-148332,Price Cutter Plus-Springfield #20,Springfield,US,Lisette Novak
13498-103959,I 10 & Hwy 49,Gulfport,US,Lisette Novak
20631-202184,Cortlandt Manor,Cortlandt Manor,US,Lisette Novak
10977-103124,Union Deposit Road,Harrisburg,US,Lisette Novak
19910-202325,Target Rock Hill T-1371,Rock Hill,US,Lisette Novak
28303-249884,Teavana - West Town Knoxville,Knoxville,US,Lisette Novak
20490-189289,Durham & Loop 610,Houston,US,Lisette Novak
15287-153664,Houston & St. Mary's,San Antonio,US,Lisette Novak
72303-94442,"SEA SeaTac Concourse C, C12",Seattle,US,Lisette Novak
4316-1681,Centre St & 9 Ave N,Calgary,CA,Verda Hawkins
25882-242385,378 Welton Street,Sydney,CA,Verda Hawkins
30893-100084,Calwerstrasse 36,STUTTGART,DE,Verda Hawkins
26831-245768,Birmingham WelcomeBreak Hopwood DT,Birmingham,GB,Verda Hawkins
12546-95758,Shepherds Bush - Uxbridge Road,London,GB,Verda Hawkins
12204-33419,Kensington - Gloucester Rd Station,London,GB,Verda Hawkins
28494-245013,Kanuma,Kanuma,JP,Verda Hawkins
30039-11578,Inokashira Park,Musashino,JP,Verda Hawkins
31258-103111,Benavides,Lima,PE,Verda Hawkins
22377-220525,Starbucks,Izmir,TR,Verda Hawkins
76346-92520,Target Chino Hills T-912,Chino,US,Verda Hawkins
654-329,3rd & Wilshire (Barnes & Noble),Santa Monica,US,Verda Hawkins
7685-38819,16th & U Street,Washington,US,Verda Hawkins
28437-249748,Teavana - Sawgrass Mills,Sunrise,US,Verda Hawkins
10375-99782,I-20 & Cooktown,Ruston,US,Verda Hawkins
7773-45760,N Andover/Rte 114,North Andover,US,Verda Hawkins
21371-208605,CR 21 and Old Carriage - Shakopee,Shakopee,US,Verda Hawkins
26889-217690,Creighton University/Omaha - Studen,Omaha,US,Verda Hawkins
23945-229009,Aramark @ Pacific University,forest grove,US,Verda Hawkins
75881-96280,Downtown Austin Courtyard,Austin,US,Verda Hawkins
29543-244524,Kroger Clute #149,Clute,US,Verda Hawkins
23570-224144,Smith's - West Jordan #274,West Jordan,US,Verda Hawkins
14534-120144,Hopewell VA,Hopewell,US,Verda Hawkins
48459-260557,Brussels Metro Station,Brussels,BE,Louise Fallis
4882-119424,201 Portage Ave,Winnipeg,CA,Louise Fallis
40416-90706,Rambla Cataluña,Barcelona,ES,Louise Fallis
26490-220805,South Quarter,Jakarta,ID,Louise Fallis
32284-132204,Starbucks,Istanbul,TR,Louise Fallis
74923-102348,Vons - Lakewood #1638,Lakewood,US,Louise Fallis
5962-44907,Great Mall - Door 1,Milpitas,US,Louise Fallis
74300-67061,Safeway-Roseville #1617,Roseville,US,Louise Fallis
75005-82269,King Soopers-Greenwood Village #96,Greenwood Village,US,Louise Fallis
8761-94481,Dawsonville Hwy - Gainesville,Gainesville,US,Louise Fallis
9708-97842,Michigan City-Franklin & Rte 20,Michigan City,US,Louise Fallis
7218-619,Shopper's World,Framingham,US,Louise Fallis
8932-95283,West Valley-Shoppes at Lake Park,West Valley City,US,Louise Fallis
74487-51899,Safeway-Federal Way #1555,Federal Way,US,Louise Fallis
4398-28347,Bernard & Pandosy,Kelowna,CA,Jonathan Brown
4525-93920,Dufferin & Steeles,Toronto,CA,Jonathan Brown
42801-93145,Themistokli,Nicosia,CY,Jonathan Brown
17335-177384,Hannover Hauptbahnhof,Hannover,DE,Jonathan Brown
30103-19400,Tanimachisuji NS Bldg.,Osaka,JP,Jonathan Brown
26909-228505,Vivacity Megamall,,MY,Jonathan Brown
15876-165971,Groningen CS,Groningen,NL,Jonathan Brown
26778-245407,Silver City 3,Pasig City,PH,Jonathan Brown
17400-180404,Luodong,Luodong Township,TW,Jonathan Brown
3613-152347,No.1 Qingcheng 1F,Taipei City,TW,Jonathan Brown
48549-263834,230 Zhongxiao E.,Taipei City,TW,Jonathan Brown
74940-101009,Safeway - Phoenix #1980,Phoenix,US,Jonathan Brown
6510-56259,"Atlantic & Florence, Bell",Bell,US,Jonathan Brown
26189-243835,Antonio & Crown Valley,Ladera Ranch,US,Jonathan Brown
5943-35499,"Esplanade & Hwy 1, Oxnard",Oxnard,US,Jonathan Brown
74233-17734,Safeway-Boulder #2919,Boulder,US,Jonathan Brown
22943-210770,Danbury - Route 84 at North St.,Danbury,US,Jonathan Brown
20080-202872,Target Tampa T-655,Tampa,US,Jonathan Brown
2739-87461,Wheeling-Milwaukee & Strong,Wheeling,US,Jonathan Brown
18318-189384,Harris Teeter - Ft. Mill # 475,Ft. Mill,US,Jonathan Brown
9317-225904,Pentagon City Level 1 Food Court,Arlington,US,Jonathan Brown
72465-16195,IAD - Dulles Concourse D-15,Sterling,US,Jonathan Brown
15939-159684,Swedish Health Services-Issaquah Ca,Issaquah,US,Jonathan Brown
28752-250830,Mall 28,Baku,AZ,Don Fugate
4969-122128,Oxford Park,Edmonton,CA,Don Fugate
29208-238104,Brewery District on 104,Edmonton,CA,Don Fugate
28454-250207,Teavana - St. Vital Centre,Winnipeg,CA,Don Fugate
12757-139686,Derby - Westfield Level 2,Derby,GB,Don Fugate
3790-152293,WB Woodall South Cafe,Yorkshire,GB,Don Fugate
19709-201524,Odakyu Shinjuku,Shinjuku-ku,JP,Don Fugate
50448-241997,Mundo E,Tlalnepantla,MX,Don Fugate
8418-41260,Cahaba & Hollywood,Mountain Brook,US,Don Fugate
47807-259846,Albertsons - Scottsdale #0197,Scottsdale,US,Don Fugate
17654-152412,Ming & Ashe,Bakersfield,US,Don Fugate
570-512,Solano Ave,Berkeley,US,Don Fugate
10660-101622,"First & Shaw, Fresno",Fresno,US,Don Fugate
74697-96759,Safeway-Roxborough #2722,Littleton,US,Don Fugate
5647-2441,120th & Huron,Westminster,US,Don Fugate
15516-156753,Target Baxter T-659,Baxter,US,Don Fugate
2452-229484,22nd & Hennepin - Kenwood Crossing,Minneapolis,US,Don Fugate
2952-91423,I-270 & Lindbergh,Hazelwood,US,Don Fugate
76237-89024,Target North Bergen Commons T-1865,North Bergen,US,Don Fugate
498-52140,McLoughlin Blvd & Dunes Dr,Oregon City,US,Don Fugate
28670-250064,Teavana - Empire Mall,Sioux Falls,US,Don Fugate
24180-236188,I30 & White Hills Drive,Rockwall,US,Don Fugate
17281-171826,Target Orem T-1754,Orem,US,Don Fugate
17030-178614,Shopping Metrô Boulevard Tatuapé,Sao Paulo,BR,Vicki Ramirez
1854-142950,Chiba Oyumino,Chiba,JP,Vicki Ramirez
31818-115826,Amberes,Mexico City,MX,Vicki Ramirez
33249-175325,Petron NLEX - Marilao,Marilao,PH,Vicki Ramirez
21866-169146,"Ralph's- Hollywood, CA #100",Los Angeles,US,Vicki Ramirez
6629-70081,Main & San Joaquin,Salinas,US,Vicki Ramirez
10264-99992,"Fairfield, Boston Post Rd",Fairfield,US,Vicki Ramirez
10502-100689,Airport Rd & I-95,Jacksonville,US,Vicki Ramirez
28317-250023,Teavana - Treasure Coast Square,Jensen Beach,US,Vicki Ramirez
11522-104288,Hwy 40 & Blue Ridge,Independence,US,Vicki Ramirez
2490-26287,1701 W. 39th Street -KCMO,Kansas City,US,Vicki Ramirez
5215-377,Sahara & Decatur,Las Vegas,US,Vicki Ramirez
7595-14074,Court St & Dean St,Brooklyn,US,Vicki Ramirez
7788-64366,Broadway & Thames,New York,US,Vicki Ramirez
74459-95598,Safeway-Keizer #1516,Keizer,US,Vicki Ramirez
24715-238726,Plaza 15 Shopping Center,Lewisburg,US,Vicki Ramirez
76417-95742,Target Brentwood T-1983,Brentwood,US,Vicki Ramirez
22344-217764,Pike Street Roastery,Seattle,US,Vicki Ramirez
9941-97899,I-94 & Holt,Milwaukee,US,Vicki Ramirez
173-236,Ambleside,West Vancouver,CA,Jorge Riley
24407-218324,Microsoft Building - Santiago,Santiago,CL,Jorge Riley
41024-127966,Freiburg Hauptbahnhof,FREIBURG,DE,Jorge Riley
12359-75880,Clapham High Street,London,GB,Jorge Riley
1607-137549,AEON MALL Shimotsuma,Shimotsuma,JP,Jorge Riley
1476-133728,Wilkie Edge - Level 1,Singapore,SG,Jorge Riley
10187-99631,Landis & Fair Oaks,Carmichael,US,Jorge Riley
5291-794,5th & Flower (Citibank),Los Angeles,US,Jorge Riley
6569-61701,Santa Fe & Aspen Grove Way,Littleton,US,Jorge Riley
29950-223725,Foxwoods Tanger Outlets,Mashantucket,US,Jorge Riley
11617-104966,US 1 & International Golf Pkwy,Saint Augustine,US,Jorge Riley
13519-104905,Fairview & Cole - Boise,Boise,US,Jorge Riley
2623-62739,Golf Rd. & Milwaukee,Niles,US,Jorge Riley
22352-219264,CLT E Food Court,Charlotte,US,Jorge Riley
8529-54239,Triangle Towne Mall,Raleigh,US,Jorge Riley
73780-111885,Stop & Shop - Bayonne #853,Bayonne,US,Jorge Riley
28300-249853,Teavana - Polaris Fashion Place,Columbus,US,Jorge Riley
75805-96442,"MEM - Concourse B, Y Connector",Memphis,US,Jorge Riley
27677-131714,Target Midland T-770,Midland,US,Jorge Riley
25049-238984,Moorland & Greenfield,Brookfield,US,Jorge Riley
48282-262438,Nguyễn Văn Trỗi,Thành Phố Hồ Chí Minh,VN,Jorge Riley
2176-143834,Abu Dhabi Police HQ,Abu Dhabi,AE,Ardis Cleek
29536-246926,Pampa,Buenos Aires,AR,Ardis Cleek
1338-245953,Brussels Airport Concourse A,Zaventem,BE,Ardis Cleek
32202-107597,Reef Atlantis,Nassau,BS,Ardis Cleek
4705-101307,Town Ctr Mall-Powell River,Powell River,CA,Ardis Cleek
79269-99848,Longos Fairview,Burlington,CA,Ardis Cleek
4062-140736,Monkland & Old Orchard,Montreal,CA,Ardis Cleek
15162-157705,Village Leeds Otley Rd,Leeds,GB,Ardis Cleek
12078-11926,Villiers Street,London,GB,Ardis Cleek
49521-269624,HUN_SBUX_Budapest_Astoria_ILS,Budapest,HU,Ardis Cleek
30858-102807,Makuhari WBG,Chiba,JP,Ardis Cleek
23764-233284,CIAL Tsurumi,Yokohama,JP,Ardis Cleek
24944-239408,AEON MALL Takaoka 2F Central Court,Takaoka,JP,Ardis Cleek
17910-182804,SPA,Mexico City,MX,Ardis Cleek
25600-241073,Antioch Slatten Ranch,Antioch,US,Ardis Cleek
28323-250038,Teavana - Stonestown Galleria,San Francisco,US,Ardis Cleek
75006-75246,King Soopers-Littleton #25,Littleton,US,Ardis Cleek
28314-250008,Teavana - The Mall at Millenia,Orlando,US,Ardis Cleek
11120-103653,Chastain & Busbee,Kennesaw,US,Ardis Cleek
8582-79241,Greenville,Greenville,US,Ardis Cleek
7489-4450,Hoboken - 12th & Hudson,Hoboken,US,Ardis Cleek
23398-229324,2034 N Highland,Jackson,US,Ardis Cleek
21303-210544,"Kroger - Memphis, TN #440",Lakeland,US,Ardis Cleek
32741-141410,Atlantis,Dubai,AE,Connie Dingus
31197-102257,Palmdale RCA Building,Nassau,BS,Connie Dingus
79531-103262,Safeway - Wetaskiwin #862,Wetaskiwin,CA,Connie Dingus
9153-152276,WB Fleet North,Hampshire,GB,Connie Dingus
32780-136394,Cambridge City Square- Ground Floor,Medan,ID,Connie Dingus
31834-125764,AEON MALL Kakamigahara,Kakamigahara,JP,Connie Dingus
14970-156624,Galerias Tabasco,Villahermosa,MX,Connie Dingus
32262-129924,Iulius Mall,Cluj-Napoca,RO,Connie Dingus
12478-154704,BC Preobrazhensky - Ground floor,Moscow,RU,Connie Dingus
23681-232564,Starbucks,Adana,TR,Connie Dingus
6972-86218,San Pablo & Wall El Cerrito,El Cerrito,US,Connie Dingus
5360-1137,Westpark Plaza - San Jose,San Jose,US,Connie Dingus
10451-100678,Joliet-Jefferson & Caterpillar,Joliet,US,Connie Dingus
75189-84389,Northern Michigan U/Marquette,Marquette,US,Connie Dingus
8962-95337,Stanton Square,Greenville,US,Connie Dingus
75108-42059,Las Vegas Conv Ctr - Food Court,Las Vegas,US,Connie Dingus
76239-88982,Target Riverdale T-1798,Bronx,US,Connie Dingus
10750-102304,East Amherst,East Amherst,US,Connie Dingus
75791-95462,DoubleTree Nashville Downtown,Nashville,US,Connie Dingus
79764-107537,Randalls - Houston #4033,Houston,US,Connie Dingus
2982-69300,"Route 1, Fredericksburg",Fredericksburg,US,Connie Dingus
16741-159444,5th & Columbia - Seattle,Seattle,US,Connie Dingus
4537-95048,Evergreen,Calgary,CA,Foster Coleman
79695-115465,Safeway - Surrey #184,Surrey,CA,Foster Coleman
1743-140635,Paris - Gare Montparnasse,Paris,FR,Foster Coleman
28291-250635,Nottingham - Station Rd,Nottingham,GB,Foster Coleman
48313-262824,Regale City Medan,Medan,ID,Foster Coleman
28344-250584,Drury Street,Dublin,IE,Foster Coleman
30080-12779,Aoyama Gaien-nishi-dori,Minato-ku,JP,Foster Coleman
24269-236937,AEON MALL Himeji RIVER CITY,Himeji,JP,Foster Coleman
1833-138807,AEON MALL Chikushino,Chikushino,JP,Foster Coleman
16297-150024,Samara II,Mexico City,MX,Foster Coleman
33908-13607,Plaza Mont' Kiara,Kuala Lumpur,MY,Foster Coleman
23865-233557,Vivaldi,Moscow,RU,Foster Coleman
21675-208464,U of AR- Smith Pendergraft Campus C,Ft. Smith,US,Foster Coleman
73860-106065,Fry's #59 Sierra Vista,Sierra Vista,US,Foster Coleman
11445-251305,Foothill & Willalee,Glendale,US,Foster Coleman
20089-196284,Harbor Drive & Coast Highway,San Diego,US,Foster Coleman
10905-103133,Beverly-103rd & Longwood,Chicago,US,Foster Coleman
2566-245715,Crestwood Commons,Crestwood,US,Foster Coleman
9985-99242,"Springfield, E. Columbus Blvd",Springfield,US,Foster Coleman
28246-249746,Teavana - Bridgewater Commons,Bridgewater,US,Foster Coleman
25228-237517,Target - Fairfield T-1175,Fairfield,US,Foster Coleman
11424-105354,Destiny USA,Syracuse,US,Foster Coleman
15513-156775,Target Smithfield T-1404,Smithfield,US,Foster Coleman
681-1356,Westheimer & Suffolk,Houston,US,Foster Coleman
20996-208845,Target Springfield T-1416,Springfield,US,Foster Coleman
10768-101864,Division & Maria,Stevens Point,US,Foster Coleman
74754-97377,Safeway-Langley #59,Langley,CA,Jennifer Hernandez
12352-74628,Westminster - Horseferry Road,London,GB,Jennifer Hernandez
17909-182805,Plaza America,Mexico City,MX,Jennifer Hernandez
4031-147145,Berthaphil III - Clark Center,Angeles City,PH,Jennifer Hernandez
29390-253569,KFIA - Domestic Airside,DAMMAM,SA,Jennifer Hernandez
79586-105478,Safeway - Guerneville #950,Guerneville,US,Jennifer Hernandez
6934-89144,"Broadway & Stowell, Santa Maria",Santa Maria,US,Jennifer Hernandez
27818-248030,Peachtree Dunwoody & Hammond Drive,Atlanta,US,Jennifer Hernandez
21586-210426,Honoapiilani Hwy & Keawe St,Lahaina,US,Jennifer Hernandez
72324-5710,"ORD OHare Concourse B, Escalator",Chicago,US,Jennifer Hernandez
10564-100526,Imperial Corners,Durham,US,Jennifer Hernandez
7446-2301,34th & 7th,New York,US,Jennifer Hernandez
22814-225084,"Southampton, NY",Southampton,US,Jennifer Hernandez
74906-101473,Safeway - Bend #514,Bend,US,Jennifer Hernandez
14446-117510,FM 1825 & Central Commerce,Pflugerville,US,Jennifer Hernandez
13009-108563,The Lodge,Bellevue,US,Jennifer Hernandez
3411-81720,Harbour Pointe Retail Town Center,Mukilteo,US,Jennifer Hernandez
73320-24375,Ridley's - Laramie #1131,Laramie,US,Jennifer Hernandez
17127-178586,Al Ain Tower,Abu Dhabi,AE,Jesse Barrios
31199-104340,Deira City Center 4,Dubai,AE,Jesse Barrios
26826-244166,East Hills,Calgary,CA,Jesse Barrios
15724-162664,Bathurst & Finch,Toronto,CA,Jesse Barrios
9109-103942,Plenilunio,Madrid,ES,Jesse Barrios
22195-218827,WB Keele North Bridgelink,Newcastle,GB,Jesse Barrios
30857-102962,Youga,Setagaya-ku,JP,Jesse Barrios
47149-256885,Santa Monica Periferico DT,Estado de México,MX,Jesse Barrios
10884-102721,Chino Hills Pkwy & Pipeline,Chino Hills,US,Jesse Barrios
5582-1849,Colima Rd. & Fairway Dr.,Rowland Heights,US,Jesse Barrios
15639-160614,SMF Sacramento Airport Terminal B,Sacramento,US,Jesse Barrios
19815-197110,Coddingtown Mall,Santa Rosa,US,Jesse Barrios
17655-168485,Valley & Lemon,Walnut,US,Jesse Barrios
72433-5017,PBI - West Palm Concourse-B,West Palm Beach,US,Jesse Barrios
25330-231726,Macys Cross County,Yonkers,US,Jesse Barrios
3439-92000,71st & Memorial,Tulsa,US,Jesse Barrios
23323-217687,Ole Smoky Moonshine Holler,Gatlinburg,US,Jesse Barrios
13987-114864,Hwy 31 & Spring Hill Circle,SPRING HILL,US,Jesse Barrios
6426-26988,Bay Area & Seawolf,Houston,US,Jesse Barrios
75379-103825,Bangor Submarine Base,Silverdale,US,Jesse Barrios
29582-251028,Vantaa K-citymarket Jumbo,Vantaa,FI,Jason Gildea
47833-260048,Leeds - The Light-,Leeds,GB,Jason Gildea
26486-227366,FONTABELLA,Guatemala City,GT,Jason Gildea
4163-244066,Utrecht CS - Hoog Centraal,Utrecht,NL,Jason Gildea
1386-133366,Jurong Point - Level 3,Singapore,SG,Jason Gildea
32479-131561,Starbucks,Ankara,TR,Jason Gildea
17275-180405,Yuanhua,Zhongli City,TW,Jason Gildea
28019-249496,MITSUI OUTLET PARK - Linkou,New Taipei City,TW,Jason Gildea
8822-93465,Atlanta & Magnolia,Huntington Beach,US,Jason Gildea
14022-108032,University & Vermont,San Diego,US,Jason Gildea
21729-196765,International Dr & Central FL Pkwy,Orlando,US,Jason Gildea
79441-101503,Kroger - Alexandria #381,Alexandria,US,Jason Gildea
50764-275441,MCI - SW Gate 34 (Temp),Kansas City,US,Jason Gildea
28200-249808,Teavana - Mall at Rockingham Park,SALEM,US,Jason Gildea
16926-166305,Target Salem T-1186,Salem,US,Jason Gildea
76986-137358,Target Selinsgrove T-2439,Selinsgrove,US,Jason Gildea
10470-101150,Loop 410 & Hwy 151,San Antonio,US,Jason Gildea
6345-230684,Bay Area & Glenwest,Webster,US,Jason Gildea
3324-20420,12th & Columbia,Seattle,US,Jason Gildea
3646-142867,YVR Concourse A Gate A2,Richmond,CA,Zachary Andrew
4585-95347,Bathurst & Sheppard,Toronto,CA,Zachary Andrew
25471-241148,Water way,Cairo,EG,Zachary Andrew
24321-237126,London - Greenwich Shopping Park,London,GB,Zachary Andrew
23820-233051,Starbucks Allee,Budapest,HU,Zachary Andrew
30215-45359,Nakano-dori,Nakano-ku,JP,Zachary Andrew
34229-17882,جمعية مشرف التعاونية,مدينة الكويت,KW,Zachary Andrew
74360-83382,Safeway-Queen Creek #1819,Queen Creek,US,Zachary Andrew
23645-231368,Crossroads & 60 Fwy,City of Industry,US,Zachary Andrew
13643-107651,SR 535 & Vistana Centre,Orlando,US,Zachary Andrew
17617-170584,Southeast Missouri State University,Cape Girardeau,US,Zachary Andrew
19798-189585,East Carolina University Joyner Lib,Greenville,US,Zachary Andrew
73876-103619,Kroger-Cincinnati #948,Cincinnati,US,Zachary Andrew
10978-103122,Olde Tollgate Village,York,US,Zachary Andrew
72633-32339,Super Target Houston ST-1336,Houston,US,Zachary Andrew
25577-237354,7th & Westlake - Seattle,Seattle,US,Zachary Andrew
25346-240592,Thảo Điền,Thành Phố Hồ Chí Minh,VN,Zachary Andrew
74996-104506,Safeway - Calgary 2243,Calgary,CA,Jack Murray
74749-97398,Safeway-Sherwood Park #822,Sherwood Park,CA,Jack Murray
23247-228144,Danforth & Broadview,Toronto,CA,Jack Murray
35602-205564,Street Gallery Pondok Indah Mall,Jakarta,ID,Jack Murray
15855-165845,Cideng,Jakarta,ID,Jack Murray
30058-11718,Toranomon Eki-mae,Minato-ku,JP,Jack Murray
26397-236744,Senboku Makitsukadai,Sakai,JP,Jack Murray
18959-192507,Beirut City Centre - 2,Hazmieh,LB,Jack Murray
29405-253679,Los Prados,Caguas,PR,Jack Murray
24328-237112,Tanzi,Taichung City,TW,Jack Murray
9450-95709,"99th Avenue & Camelback, Phoenix",Phoenix,US,Jack Murray
72716-117536,Spartan-Parkview #1575,Kalamazoo,US,Jack Murray
2865-92660,Rogue Valley Mall - Medford,Medford,US,Jack Murray
10171-99122,King of Prussia Mall -Court Level 2,King of Prussia,US,Jack Murray
28985-251985,Teavana - Mt. Pleasant,Mt. Pleasant,US,Jack Murray
10334-99941,Providence Crossing- Cedar City,Cedar City,US,Jack Murray
18892-196485,Sao Bernado Plaza Shopping,Sao Bernardo do Campo,BR,Joshua Ahart
49104-265265,Save On Foods Bridgewater,Winnipeg,CA,Joshua Ahart
12114-12027,Baker Street/Porter Street,London,GB,Joshua Ahart
27389-247467,Morioka Fesan,Morioka,JP,Joshua Ahart
30325-68681,Fukuoka Akasakamon,Fukuoka,JP,Joshua Ahart
1899-139886,Miri Airport,Miri,MY,Joshua Ahart
26450-240784,Wufoo Khonkaen,Khon Kaen,TH,Joshua Ahart
20718-207845,MRT Banqiao Station-B1-3A,New Taipei City,TW,Joshua Ahart
70325-120031,SFO T3 Baggage Claim (Retail),San Francisco,US,Joshua Ahart
14540-119825,Presidio & Letterman,San Francisco,US,Joshua Ahart
11352-98202,Ames-Lincoln Way & Washington,Ames,US,Joshua Ahart
10826-102732,Route 38 & Annie Glidden,Dekalb,US,Joshua Ahart
17550-182784,Target Peoria T-2824,East Peoria,US,Joshua Ahart
2391-12229,Northbrook Court,Northbrook,US,Joshua Ahart
14111-241751,609 Baltimore Blvd,Westminster,US,Joshua Ahart
76589-98291,Target Knightdale T-2111,Knightdale,US,Joshua Ahart
75663-93133,MHT - Manchester Post Sec New Wng,Manchester,US,Joshua Ahart
28537-249942,Teavana - Oxford Valley,Langhorne,US,Joshua Ahart
76875-121296,Super Target Smyrna ST-2360,Smyrna,US,Joshua Ahart
75327-96942,Sam Houston University- Huntsville,Huntsville,US,Joshua Ahart
13727-107955,US 259 & Hawkins,Longview,US,Joshua Ahart
79309-101154,Kroger - Rockwall #575,Rockwall,US,Joshua Ahart
19776-182065,"11400 S & State St, Sandy",Sandy,US,Joshua Ahart
7965-95056,Dumfries,Dumfries,US,Joshua Ahart
3388-76041,Olympic Dr NW - Gig Harbor,Gig Harbor,US,Joshua Ahart
16511-172333,Edificio Argentina,Rio de Janeiro,BR,Kelly Shafer
20784-207504,Harbour Centre,Vancouver,CA,Kelly Shafer
29636-254612,Frankfurt - Airport T2 (airside),Frankfurt,DE,Kelly Shafer
12385-82660,Victoria-Palmer Street,London,GB,Kelly Shafer
30204-44102,Marunouchi Shin Tokyo Bldg.,Chiyoda-ku,JP,Kelly Shafer
