city,country,admin_name,capital,population,id
Eastvale,United States,California,,64157.0,1840028421
Wildomar,United States,California,,37229.0,1840022902
Cody,United States,Wyoming,,9788.0,1840018595
Ubon Ratchathani,Thailand,Ubon Ratchathani,admin,79023.0,1764611048
Depok,Indonesia,Jawa Barat,,1631951.0,1360962899
Oxnard,United States,California,,387647.0,1840020474
Long Beach,United States,California,,462628.0,1840020490
Stuttgart,Germany,Baden-Württemberg,admin,634830.0,1276171358
Chehalis,United States,Washington,,7654.0,1840018472
San Jacinto,United States,California,,49215.0,1840021936
Big Flats,United States,New York,,7641.0,1840057237
Sherwood,United States,Arkansas,,31436.0,1840015511
Ecatepec,Mexico,México,minor,1656107.0,1484003694
Midland Park,United States,New Jersey,,7216.0,1840000905
Phnom Penh,Cambodia,Phnom Penh,primary,2129371.0,1116260534
Lake St. Louis,United States,Missouri,,16864.0,1840008572
Suwon,"Korea, South",Gyeonggi,admin,1234300.0,1410679777
Orinda,United States,California,,19926.0,1840020280
Peoria,United States,Illinois,,256286.0,1840009373
Denville,United States,New Jersey,,16606.0,1840081734
Pinecrest,United States,Florida,,19155.0,1840018336
Bilecik,Turkey,Bilecik,admin,81723.0,1792408667
Granite Bay,United States,California,,23183.0,1840017559
Ilford,United Kingdom,Redbridge,,168168.0,1826381000
Dubai,United Arab Emirates,Dubayy,admin,2502715.0,1784736618
Somersworth,United States,New Hampshire,,11968.0,1840002810
Penfield,United States,New York,,37252.0,1840058391
Huntington Park,United States,California,,57509.0,1840019235
Haarlem,Netherlands,Noord-Holland,admin,159134.0,1528822178
Szczecin,Poland,Zachodniopomorskie,admin,403833.0,1616256546
Western Springs,United States,Illinois,,13359.0,1840011333
Taylorsville,United States,Utah,,59805.0,1840021387
Obu,Japan,Aichi,,92562.0,1392870664
Streator,United States,Illinois,,17021.0,1840009271
Baker City,United States,Oregon,,9809.0,1840018587
Idaho Falls,United States,Idaho,,100442.0,1840018644
Moorestown,United States,New Jersey,,20449.0,1840081626
New Hyde Park,United States,New York,,9807.0,1840005313
Rocky River,United States,Ohio,,19986.0,1840003410
Aspen,United States,Colorado,,8569.0,1840018813
Waipahu,United States,Hawaii,,39469.0,1840023258
Grafton,Australia,New South Wales,,19078.0,1036615468
Falmouth,United Kingdom,Cornwall,,21797.0,1826117124
Iwata,Japan,Shizuoka,,165688.0,1392088261
Denver,United States,Colorado,admin,2876625.0,1840018789
Maple Ridge,Canada,British Columbia,,82256.0,1124001699
Fletcher,United States,North Carolina,,8369.0,1840016371
College Station,United States,Texas,,215243.0,1840019570
South Ogden,United States,Utah,,17199.0,1840021342
Medfield,United States,Massachusetts,,12841.0,1840053552
Bury,United Kingdom,Bury,,78723.0,1826242195
East Peoria,United States,Illinois,,22546.0,1840008327
Kyoto,Japan,Kyōto,admin,1805000.0,1392622735
York,United States,Pennsylvania,,233184.0,1840001472
Hyattsville,United States,Maryland,,18230.0,1840005975
Menifee,United States,California,,94756.0,1840022903
Yucaipa,United States,California,,53921.0,1840021732
Hinton,Canada,Alberta,,9882.0,1124131074
Binghamton,United States,New York,,148145.0,1840000460
Bothell,United States,Washington,,47415.0,1840018419
Albuquerque,United States,New Mexico,,761195.0,1840019176
Auburn,United States,Alabama,,92777.0,1840013810
Sebring,United States,Florida,,62250.0,1840015986
Bedminster,United States,New Jersey,,8045.0,1840081706
Port Charlotte,United States,Florida,,62327.0,1840014200
Ridgewood,United States,New Jersey,,25056.0,1840000899
Kobe,Japan,Hyōgo,admin,1513193.0,1392978082
Seymour,United States,Indiana,,23598.0,1840009708
Daytona Beach,United States,Florida,,69186.0,1840015068
Caba,Philippines,La Union,,22039.0,1608755935
Greenbelt,United States,Maryland,,23224.0,1840005974
Hurst,United States,Texas,,38655.0,1840019427
Santos,Brazil,São Paulo,,433966.0,1076033299
Brookings,United States,South Dakota,,24887.0,1840002506
Iwaki,Japan,Fukushima,,336111.0,1392158088
Riverhead,United States,New York,,33549.0,1840058445
Shawnee,United States,Kansas,,65807.0,1840001641
Coral Gables,United States,Florida,,49700.0,1840015147
Stockton,United States,California,,397264.0,1840021517
Wheat Ridge,United States,Colorado,,31324.0,1840021431
Sumner,United States,Washington,,10427.0,1840021128
Fort Walton Beach,United States,Florida,,22521.0,1840013923
Warrensburg,United States,Missouri,,22410.0,1840010721
Poughkeepsie,United States,New York,,394760.0,1840000500
Kawasaki,Japan,Fukuoka,,15134.0,1392730705
Pooler,United States,Georgia,,25694.0,1840014914
Collinsville,United States,Illinois,,24395.0,1840007423
Llandudno,United Kingdom,Conwy,,20701.0,1826130998
Palm Coast,United States,Florida,,417007.0,1840015064
Flint,United States,Michigan,,332190.0,1840002949
Lausanne,Switzerland,Vaud,admin,138905.0,1756055099
Federal Way,United States,Washington,,96289.0,1840019826
South Jordan,United States,Utah,,76598.0,1840021385
Hollywood,United States,Florida,,154817.0,1840015144
Conway,United States,Arkansas,,74951.0,1840014598
Seville,United States,Ohio,,7812.0,1840011714
Emeryville,United States,California,,12086.0,1840020291
Monticello,United States,Minnesota,,27665.0,1840007795
Quesnel,Canada,British Columbia,,9879.0,1124028015
Riverton,United States,Utah,,44440.0,1840020157
Kanuma,Japan,Tochigi,,94591.0,1392653831
Almada,Portugal,Setúbal,minor,174030.0,1620388276
Grenoble,France,Auvergne-Rhône-Alpes,minor,687985.0,1250071647
Marrakech,Morocco,Marrakech-Safi,admin,928850.0,1504172585
Sedalia,United States,Missouri,,26473.0,1840009724
Pittsburgh,United States,Pennsylvania,,1703266.0,1840001254
Tewkesbury,United Kingdom,Gloucestershire,,19778.0,1826890799
Logan,United States,Utah,,101616.0,1840020108
Frostburg,United States,Maryland,,8505.0,1840005622
Janesville,United States,Wisconsin,,70755.0,1840002467
Okazaki,Japan,Aichi,,385376.0,1392862345
El Segundo,United States,California,,16610.0,1840020481
Crown Point,United States,Indiana,,30488.0,1840007091
Chelsea,United States,Massachusetts,,39690.0,1840000456
Mexico City,Mexico,Ciudad de México,primary,20996000.0,1484247881
Clarksville,United States,Tennessee,,188746.0,1840014421
Westford,United States,Massachusetts,,24342.0,1840053493
Hungerford,United Kingdom,West Berkshire,,5767.0,1826664814
Iloilo,Philippines,Iloilo,admin,447992.0,1608875987
Ellensburg,United States,Washington,,24377.0,1840019841
Seoul,"Korea, South",Seoul,primary,21794000.0,1410836482
Vernon,Canada,British Columbia,,44600.0,1124553338
Pagosa Springs,United States,Colorado,,5927.0,1840022565
Kaohsiung,Taiwan,Kaohsiung,admin,2773533.0,1158331334
Saginaw,United States,Michigan,,117958.0,1840002813
Castle Rock,United States,Colorado,,68484.0,1840022455
Ankara,Turkey,Ankara,primary,5503985.0,1792572891
Tlalnepantla,Mexico,México,minor,750224.0,1484861603
Omaha,United States,Nebraska,,847819.0,1840009315
Kingsburg,United States,California,,12108.0,1840020325
Bolu,Turkey,Bolu,admin,205525.0,1792807068
Kaneohe,United States,Hawaii,,33841.0,1840029498
Machesney Park,United States,Illinois,,22677.0,1840011123
Bay Shore,United States,New York,,29799.0,1840005017
Avondale,United States,Arizona,,227289.0,1840019310
Gallatin,United States,Tennessee,,42918.0,1840013295
Southgate,United Kingdom,Enfield,,14454.0,1826679961
Lapeer,United States,Michigan,,12959.0,1840002896
Sorocaba,Brazil,São Paulo,,644919.0,1076758708
Wisbech,United Kingdom,Cambridgeshire,,33933.0,1826161684
Antioch,United States,California,,302419.0,1840018903
Prescott,United States,Arizona,,44299.0,1840020436
Dublin,Ireland,Dublin,primary,1173179.0,1372595407
Kingsville,United States,Texas,,25315.0,1840021013
Maidstone,United Kingdom,Kent,,113137.0,1826000009
Fort Lewis,United States,Washington,,13054.0,1840073933
Hadley,United States,Massachusetts,,5319.0,1840053460
Brampton,Canada,Ontario,,593638.0,1124625989
Parma,Italy,Emilia-Romagna,minor,195687.0,1380655938
Salt Lake City,United States,Utah,admin,1098526.0,1840021383
Purcellville,United States,Virginia,,15742.0,1840005875
Sao Jose do Rio Preto,Brazil,São Paulo,,442548.0,1076760827
McKinleyville,United States,California,,17208.0,1840017485
Willis,United States,Texas,,7028.0,1840022175
Easton,United States,Pennsylvania,,27189.0,1840000970
Longmeadow,United States,Massachusetts,,15791.0,1840053448
Ashwaubenon,United States,Wisconsin,,17161.0,1840002342
Ashburn,United States,Virginia,,49848.0,1840024495
Ichinomiya,Japan,Aichi,,378681.0,1392379530
Hammond,United States,Indiana,,75522.0,1840007092
Port Moody,Canada,British Columbia,,33551.0,1124252668
Gateshead,United Kingdom,Gateshead,,120046.0,1826635849
Merignac,France,Nouvelle-Aquitaine,,70105.0,1250010536
Eau Claire,United States,Wisconsin,,107404.0,1840002296
Ottawa,Canada,Ontario,,989567.0,1124399363
Destin,United States,Florida,,14247.0,1840015008
Alajuela,Costa Rica,Alajuela,admin,42975.0,1188394508
Oshawa,Canada,Ontario,,166000.0,1124541904
Harwich,United Kingdom,Essex,,17684.0,1826285169
Pineville,United States,Louisiana,,14122.0,1840014963
Harrow,United Kingdom,Harrow,,149246.0,1826648099
Longmont,United States,Colorado,,102474.0,1840020178
Coos Bay,United States,Oregon,,32159.0,1840018653
Chiang Mai,Thailand,Chiang Mai,admin,132634.0,1764662886
Glen Burnie,United States,Maryland,,69872.0,1840005917
Nyack,United States,New York,,7156.0,1840004981
Brecksville,United States,Ohio,,13604.0,1840000590
Hallandale Beach,United States,Florida,,39847.0,1840014237
Pinner,United Kingdom,Harrow,,31130.0,1826466478
Payson,United States,Utah,,20303.0,1840020172
Simi Valley,United States,California,,126589.0,1840021843
Whitestown,United States,New York,,18243.0,1840088046
Ontario,United States,California,,185010.0,1840020410
Miyazaki,Japan,Miyazaki,admin,397476.0,1392216224
Edina,United States,Minnesota,,52857.0,1840007822
Vernon Hills,United States,Illinois,,26521.0,1840011181
Alabaster,United States,Alabama,,33487.0,1840013756
Bohemia,United States,New York,,9262.0,1840005020
Ojai,United States,California,,7470.0,1840020473
Dartmouth,United States,Massachusetts,,34204.0,1840070232
Yangsan,"Korea, South",Gyeongnam,minor,297532.0,1410795549
Cedarburg,United States,Wisconsin,,11603.0,1840002825
Constanta,Romania,Constanţa,admin,283872.0,1642851858
Corvallis,United States,Oregon,,67467.0,1840018611
Collierville,United States,Tennessee,,51040.0,1840016403
Williams,United States,Pennsylvania,,6073.0,1840148473
Euless,United States,Texas,,57197.0,1840020693
Gulf Shores,United States,Alabama,,12757.0,1840013886
Grand Prairie,United States,Texas,,194543.0,1840020709
Oyama,Japan,Shizuoka,,18181.0,1392334632
Jakarta,Indonesia,Jakarta,primary,34540000.0,1360771077
Stamford,United States,Connecticut,,129638.0,1840004841
West Chester,United States,Pennsylvania,,20029.0,1840001436
Camas,Spain,Andalusia,,27560.0,1724068126
Ypsilanti,United States,Michigan,,20171.0,1840000459
Merrimack,United States,New Hampshire,,25987.0,1840080351
Sugar Hill,United States,Georgia,,24617.0,1840015615
Florissant,United States,Missouri,,50952.0,1840008586
Mankato,United States,Minnesota,,62889.0,1840008975
Surabaya,Indonesia,Jawa Timur,admin,4975000.0,1360484663
Monclova,Mexico,Coahuila de Zaragoza,minor,231107.0,1484281759
De Pere,United States,Wisconsin,,24970.0,1840002348
Fallbrook,United States,California,,31701.0,1840018019
West Jordan,United States,Utah,,116480.0,1840021388
Grafenwohr,Germany,Bavaria,,6363.0,1276973860
Carol Stream,United States,Illinois,,39203.0,1840010169
Mason City,United States,Iowa,,26931.0,1840000380
Sunnyside,United States,Washington,,18352.0,1840021150
Hasbrouck Heights,United States,New Jersey,,11992.0,1840003558
Bandung,Indonesia,Jawa Barat,admin,2394873.0,1360313023
Darlington,United Kingdom,Darlington,,105564.0,1826453946
Timisoara,Romania,Timiş,admin,319279.0,1642603121
Saitama,Japan,Saitama,admin,1320571.0,1392017719
Huancayo,Peru,Junín,admin,378203.0,1604249985
Spencer,United States,Massachusetts,,11928.0,1840053607
Virginia,United States,Minnesota,,12381.0,1840009954
Gettysburg,United States,Pennsylvania,,7724.0,1840000683
Newport,United Kingdom,Newport,,128060.0,1826018889
El Monte,United States,California,,115487.0,1840020480
Erfurt,Germany,Thuringia,admin,203254.0,1276924655
Valdosta,United States,Georgia,,79820.0,1840015894
Kingman,United States,Arizona,,46524.0,1840021043
Morganville,United States,New Jersey,,5088.0,1840005442
Niagara Falls,Canada,Ontario,,308596.0,1124704011
Sagamihara,Japan,Kanagawa,,722973.0,1392967248
Orting,United States,Washington,,8610.0,1840019858
Tamworth,Australia,New South Wales,,42872.0,1036233388
Salisbury,United States,Maryland,,106447.0,1840006219
Van Buren,United States,Arkansas,,23683.0,1840015397
Sunset Hills,United States,Missouri,,8447.0,1840009742
Round Lake Beach,United States,Illinois,,279381.0,1840011171
Jupiter,United States,Florida,,65791.0,1840017255
Altamonte Springs,United States,Florida,,44143.0,1840014072
Franklin,United States,Tennessee,,83097.0,1840013380
Bukit Mertajam,Malaysia,Pulau Pinang,,210000.0,1458619046
Jonesborough,United States,Tennessee,,5611.0,1840016092
Doylestown,United States,Pennsylvania,,17431.0,1840001320
Battle Creek,United States,Michigan,,76514.0,1840003176
Coon Rapids,United States,Minnesota,,62998.0,1840006714
Chula Vista,United States,California,,274492.0,1840019350
Tulare,United States,California,,65496.0,1840021638
Liverpool,United Kingdom,Liverpool,,864122.0,1826558678
St. Clairsville,United States,Ohio,,5141.0,1840009468
Versailles,France,Île-de-France,minor,85862.0,1250143827
Spring,United States,Texas,,60976.0,1840019615
Bexleyheath,United Kingdom,Bexley,,31929.0,1826858601
Pharr,United States,Texas,,79112.0,1840021030
Orlando,United States,Florida,,1822394.0,1840015099
Revere,United States,Massachusetts,,53073.0,1840000457
Mill Creek,United States,Washington,,20897.0,1840019790
Jeffersonville,United States,Indiana,,48126.0,1840008642
Balikpapan,Indonesia,Kalimantan Timur,,598043.0,1360500922
Kalispell,United States,Montana,,39182.0,1840018350
South Amboy,United States,New Jersey,,9176.0,1840001333
Shibuya,Japan,Tōkyō,,102056.0,1392000470
Morgan Hill,United States,California,,45952.0,1840020331
Toride,Japan,Ibaraki,,103908.0,1392922950
Kuwana,Japan,Mie,,138798.0,1392018722
Marco Island,United States,Florida,,17947.0,1840036141
Lemoore,United States,California,,26725.0,1840020383
Chevy Chase,United States,Maryland,,9622.0,1840031323
Weatherford,United States,Texas,,46268.0,1840022041
Palo Alto,Mexico,Aguascalientes,minor,5399.0,1484615349
North Myrtle Beach,United States,South Carolina,,16819.0,1840014718
Chattanooga,United States,Tennessee,,415501.0,1840014569
Utrecht,Netherlands,Utrecht,admin,640000.0,1528871692
Lakeville,United States,Minnesota,,67317.0,1840007859
Monroeville,United States,Pennsylvania,,27380.0,1840003631
Westlake Village,United States,California,,8217.0,1840037458
Devon,Canada,Alberta,,6578.0,1124268366
Burbank,United States,California,,102511.0,1840019233
Zurich,Switzerland,Zürich,admin,434008.0,1756539143
Atwater,United States,California,,29559.0,1840018934
Suzuka,Japan,Mie,,195250.0,1392913924
Richfield,United States,Minnesota,,36354.0,1840008930
Klang,Malaysia,Selangor,,878000.0,1458509635
Fort Dodge,United States,Iowa,,23888.0,1840000439
St. Petersburg,United States,Florida,,265351.0,1840015977
Elgin,United States,Illinois,,110849.0,1840008134
Fort Worth,United States,Texas,,909585.0,1840020696
Delavan,United States,Wisconsin,,11871.0,1840002483
Lakeland,United States,Florida,,302284.0,1840015108
Akishima,Japan,Tōkyō,,112110.0,1392041019
Flowood,United States,Mississippi,,9380.0,1840013824
Margate,United States,Florida,,58796.0,1840015999
Zhoushan,China,Zhejiang,minor,1121261.0,1156200283
Craiova,Romania,Dolj,admin,269506.0,1642859458
Antiguo Cuscatlan,El Salvador,La Libertad,,33698.0,1222807849
Wauwatosa,United States,Wisconsin,,48118.0,1840003033
Lima,Peru,Lima,primary,9848000.0,1604728603
Mebane,United States,North Carolina,,16262.0,1840015328
Ise,Japan,Mie,,122432.0,1392000398
Middlewich,United Kingdom,Cheshire East,,13595.0,1826609580
